contractId,description,category,status,progress,region,province,latitude,longitude,startDate,completionDate,infraYear,programName,sourceOfFunds,budget,amountPaid,contractorId,image_folder_path,downloaded_image_count,date_00_pre_start,date_25_progress,date_50_progress,date_75_progress,date_100_completed,date_post_completion,osm_mask_path
20kg0050,"asset preservation program-construction/upgrading/rehabilitation of drainage along national roads-primary roads-iligan city-marawi city road, k1538+100-k1538+617; k1548+218-k1548+813; 1546+571, baloi and pantar, lanao del norte",roads,completed,100.0,Region X,Lanao del Norte 2nd DEO,8.1141483,124.2221125,2020-12-09,2021-12-20,2020,regular infra,regular infra - gaa 2020 oo-1,21775549.62,0,15982,data/images/20kg0050,6,2020-11-09,2021-03-13,2021-06-15,2021-09-17,2021-12-20,2022-01-19,data/images/20kg0050/20kg0050_road_mask.png
22f00133,"convergence and special support program-sustainable infrastructure projects alleviating gaps (sipag) access roads and/or bridges from the national road/s leading to major/strategic public buildings/facilities-construction of road with slip, slope collapse",roads,completed,100.0,Region V,Region V,13.2817,123.876,2022-11-02,2024-02-15,2022,regular infra,regular infra - gaa 2022 cssp,241249526.52,0,15906,data/images/22f00133,6,2022-10-03,2023-02-27,2023-06-25,2023-10-20,2024-02-15,2024-03-16,data/images/22f00133/22f00133_road_mask.png
19k00137,"construction of by-pass and diversion roads, cdoc-iligan hinterland road (jct. cdo-kibaritan road/dansolihon-jct. ibr/rogongon, iligan city) alternate road, package 3, cagayan de oro city",roads,completed,100.0,Region X,Region X,8.3116,124.5828111,2019-07-26,2020-08-17,2019,regular infra,regular infra - gaa 2019 oo-1,132753943.05,0,23327,data/images/19k00137,6,2019-06-26,2019-10-31,2020-02-05,2020-05-12,2020-08-17,2020-09-16,data/images/19k00137/19k00137_road_mask.png
19gb0002,"construction of road slope protection structure - along bugasong - valderrama rd (s00405pn) k0138+455.50 - k0138+732, bugasong, antique",roads,completed,100.0,Region VI,Antique DEO,11.0135867,122.07896,2019-09-09,2020-11-30,2019,regular infra,regular infra - gaa 2019 oo-1,4894507.1,0,37700,data/images/19gb0002,6,2019-08-10,2019-12-30,2020-04-20,2020-08-10,2020-11-30,2020-12-30,data/images/19gb0002/19gb0002_road_mask.png
23a00180,"construction of missing links/ new roads - mangatarem -sta cruz road, pangasinan",roads,completed,100.0,Region I,Region I,15.7988575,120.1794424,2023-02-09,2024-04-29,2023,regular infra,regular infra - gaa 2023 oo-1,57898567.24,0,31181,data/images/23a00180,6,2023-01-10,2023-05-31,2023-09-19,2024-01-08,2024-04-29,2024-05-29,data/images/23a00180/23a00180_road_mask.png
22m00062,"construction of concrete road-nrj crossing palkan-lamcaliaf-kalsangi road connecting, national highway in support of  agribusiness, polomolok, sta. 0+000.00-sta. 3+666.5, south",roads,completed,100.0,Region XII,Region XII,6.2489139,125.0976306,2022-07-08,2023-08-03,2022,regular infra,regular infra - gaa 2022 cssp,106110523.54,0,15001,data/images/22m00062,6,2022-06-08,2022-10-13,2023-01-19,2023-04-27,2023-08-03,2023-09-02,data/images/22m00062/22m00062_road_mask.png
22k00184,"construction of by-pass and diversion road, opol diversion road (opol-canitoan), package 13, cagayan de oro city section",roads,completed,100.0,Region X,Region X,8.48448,124.581525,2022-03-16,2024-03-25,2022,regular infra,regular infra - gaa 2022 oo-1,102964039.06,0,18155,data/images/22k00184,6,2022-02-14,2022-09-17,2023-03-21,2023-09-22,2024-03-25,2024-04-24,data/images/22k00184/22k00184_road_mask.png
18gf0125,"construction of san joaquin road, san joaquin, iloilo",roads,completed,100.0,Region VI,Iloilo 1st DEO,10.5935443,122.1427826,2019-03-18,2020-09-14,2018,regular infra,regular infra - support for infrastructure projects and social program 2018,22917921.7,0,9246,data/images/18gf0125,6,2019-02-16,2019-08-01,2019-12-16,2020-04-30,2020-09-14,2020-10-14,data/images/18gf0125/18gf0125_road_mask.png
20bd0012,"convergence and special support program -  construction/improvement of access roads leading to declared tourism destinations -maddarulug to cadaanan road leading to ecotourism park, solana, cagayan",roads,completed,100.0,Region II,Cagayan 3rd DEO,17.6176158,121.6770189,2020-02-17,2021-03-11,2020,regular infra,regular infra - gaa 2020 cssp,14478385.29,0,27172,data/images/20bd0012,6,2020-01-18,2020-05-24,2020-08-29,2020-12-04,2021-03-11,2021-04-10,data/images/20bd0012/20bd0012_road_mask.png
22f00017,"convergence and special support program-construction/improvement of access roads leading to airports (kalsada tungo sa paliparan, riles at daungan program-katuparan), jct. dm (tabon-tabon)-mariawa-homapon-maslog-lamba-puro road leading to bicol internatio",roads,completed,100.0,Region V,Region V,13.1143675,123.7104283,2022-04-08,2023-05-14,2022,regular infra,regular infra - gaa 2022 cssp,69781790.87,0,23385,data/images/22f00017,6,2022-03-09,2022-07-17,2022-10-25,2023-02-02,2023-05-14,2023-06-13,data/images/22f00017/22f00017_road_mask.png
20la0188,"construction of concrete road, anislagan road, nabunturan compostela valley province",roads,completed,100.0,Region XI,Davao de Oro 1st DEO,7.5367819,126.0139405,2020-11-27,2022-03-31,2020,regular infra,regular infra - gaa 2020 lp,9750117.89,0,42964,data/images/20la0188,6,2020-10-28,2021-03-29,2021-07-29,2021-11-28,2022-03-31,2022-04-30,data/images/20la0188/20la0188_road_mask.png
22d00008,"construction of batangas access zone - west side (phase 1), batangas city, san pascual and bauan, batangas",roads,completed,100.0,Region IV-A,Region IV-A,13.7697275,121.0294114,2022-02-21,2023-12-15,2022,regular infra,regular infra - gaa 2022 cssp,260549255.25,0,15453,data/images/22d00008,6,2022-01-22,2022-08-05,2023-01-18,2023-07-02,2023-12-15,2024-01-14,data/images/22d00008/22d00008_road_mask.png
22od0262,"construction of road including drainage along brgy. 33 phase ii, caloocan city",roads,completed,100.0,National Capital Region,Metro Manila 3rd DEO,14.6375156,120.9761575,2022-06-21,2023-07-31,2022,regular infra,regular infra - gaa 2022 cssp,9558809.58,0,29172,data/images/22od0262,6,2022-05-22,2022-09-30,2023-01-09,2023-04-20,2023-07-31,2023-08-30,data/images/22od0262/22od0262_road_mask.png
22pl0023,"organizational outcome 1: ensure safety and reliable national road system - network development - construction of missing links/new roads - tabuk-banawe via tanudan-barlig rd, kalinga",roads,completed,100.0,Cordillera Administrative Region,Lower Kalinga DEO,17.2769067,121.2288951,2022-03-16,2023-05-31,2022,regular infra,regular infra - gaa 2022 oo-1,96165873.04,0,3191,data/images/22pl0023,6,2022-02-14,2022-07-04,2022-10-22,2023-02-09,2023-05-31,2023-06-30,data/images/22pl0023/22pl0023_road_mask.png
19pe0087,"construction / repair / rehabilitation / improvement of various infrastructure including local projects: construction ofgravel road - road opening and improvement ofkalipayan-adiang-pimote-balbalino-kamoeg local road (farm to market road) , camp one",roads,completed,100.0,Cordillera Administrative Region,Benguet 1st DEO,16.2594244,120.5853753,2019-08-13,2020-12-02,2019,regular infra,regular infra - gaa 2019 lp,34650000.0,0,34566,data/images/19pe0087,6,2019-07-14,2019-12-10,2020-04-07,2020-08-04,2020-12-02,2021-01-01,data/images/19pe0087/19pe0087_road_mask.png
18k00341,"construction/repair/rehabilitation/improvement of various infrastruction including local projects, construction of balulang-macasandig access road, cagayan de oro city",roads,completed,100.0,Region X,Region X,8.4321487,124.6289746,2019-01-28,2021-01-25,2018,regular infra,regular infra - gaa 2018 lp,73333808.86,0,10759,data/images/18k00341,6,2018-12-29,2019-07-29,2020-01-27,2020-07-27,2021-01-25,2021-02-24,data/images/18k00341/18k00341_road_mask.png
22cn0070,"construction of road (baler - san luis - dingalan), baler, aurora",roads,completed,100.0,Region III,Aurora DEO,15.7022111,121.5618444,2022-05-30,2023-07-18,2022,regular infra,regular infra - gaa 2022 cssp,96500000.0,0,8292,data/images/22cn0070,6,2022-04-30,2022-09-10,2022-12-23,2023-04-05,2023-07-18,2023-08-17,data/images/22cn0070/22cn0070_road_mask.png
22k00118,"construction of missing links/new roads, jct. maramag-maradugao road-jct. lampanusan road, package 10, bukidnon",roads,completed,100.0,Region X,Region X,7.7508472,124.8071361,2022-03-30,2023-12-31,2022,regular infra,regular infra - gaa 2022 oo-1,110060711.23,0,23426,data/images/22k00118,6,2022-02-28,2022-09-06,2023-02-13,2023-07-23,2023-12-31,2024-01-30,data/images/22k00118/22k00118_road_mask.png
19od0215,"construction/ rehabilitation of roads and drainage system along barangay 188, caloocan city",roads,completed,100.0,National Capital Region,Metro Manila 3rd DEO,14.7703517,121.0581992,2019-07-15,2020-09-13,2019,regular infra,regular infra - gaa 2019 lp,4736386.07,0,38367,data/images/19od0215,6,2019-06-15,2019-10-29,2020-02-13,2020-05-29,2020-09-13,2020-10-13,data/images/19od0215/19od0215_road_mask.png
21i00053,"construction/repair/rehabilitation/improvement of various infrastructure including local projects - construction of road, brgy. ibol - brgy. jian-an, brgy. pangdan, jiabong and catbalogan city, samar",roads,completed,100.0,Region VIII,Region VIII,11.751955,124.9025726,2021-12-01,2022-12-27,2021,regular infra,regular infra - gaa 2021 lp,140981035.12,0,174,data/images/21i00053,6,2021-11-01,2022-03-08,2022-06-14,2022-09-20,2022-12-27,2023-01-26,data/images/21i00053/21i00053_road_mask.png
23mb0037,"construction of road, kitubo-lamlatang, barangay miasong, tupi, south cotabato",roads,completed,100.0,Region XII,South Cotabato 1st DEO,6.3733472,124.8962806,2023-03-20,2024-08-31,2023,regular infra,regular infra - gaa 2023 cssp,40589759.78,0,35090,data/images/23mb0037,6,2023-02-18,2023-07-30,2023-12-10,2024-04-20,2024-08-31,2024-09-30,data/images/23mb0037/23mb0037_road_mask.png
22a00120,"construction/improvement of access roads leading to trades, industries and economic zones (roads leveraging linkages for industry and trade infrastructure program-roll-it), poblacion-puguil-tubaday road connecting balaoan-santol road in support to soft br",roads,completed,100.0,Region I,Region I,16.7723919,120.49442,2022-03-01,2023-03-20,2022,regular infra,regular infra - gaa 2022 cssp,35167494.81,0,17055,data/images/22a00120,6,2022-01-30,2022-06-05,2022-09-09,2022-12-14,2023-03-20,2023-04-19,data/images/22a00120/22a00120_road_mask.png
21kh0055,"asset preservation program-construction/upgrading/rehabilitation of drainage along national roads-tertiary roads-liceo de cagayan by-pass road k1439+(-150) - k1439+340, cagayan de oro city",roads,completed,100.0,Region X,Cagayan de Oro City 1st DEO,8.485815,124.6386472,2021-04-22,2022-06-18,2021,regular infra,regular infra - gaa 2021 oo-1,7840000.0,0,39573,data/images/21kh0055,6,2021-03-23,2021-08-05,2021-11-19,2022-03-04,2022-06-18,2022-07-18,data/images/21kh0055/21kh0055_road_mask.png
20pj0042,"local infrastructure program - construction of roads, majlong, aguinaldo, ifugao",roads,completed,100.0,Cordillera Administrative Region,Ifugao 2nd DEO,16.9800444,121.3120639,2020-02-17,2021-02-20,2020,regular infra,regular infra - gaa 2020 lp,4849648.99,0,34918,data/images/20pj0042,6,2020-01-18,2020-05-19,2020-08-19,2020-11-19,2021-02-20,2021-03-22,data/images/20pj0042/20pj0042_road_mask.png
21ia0080,"construction of road, sitio magtaran-an, talustusan to sampao, almeria road in support of the resource based processing in naval, biliran 11.61243056, 124.4328389 to 11.618934, 124.431897",roads,completed,100.0,Region VIII,Biliran DEO,11.6173694,124.4319778,2021-09-19,2023-07-26,2021,regular infra,regular infra - gaa 2021 cssp,43995332.41,0,33747,data/images/21ia0080,6,2021-08-20,2022-03-06,2022-08-22,2023-02-07,2023-07-26,2023-08-25,data/images/21ia0080/21ia0080_road_mask.png
19j00046,"construction of by-pass and diversion roads - labangan-pagadian city-dumalinao by-pass road, package 2, zamboanga del sur",roads,completed,100.0,Region IX,Region IX,7.8652505,123.3849392,2019-07-08,2020-07-23,2019,regular infra,regular infra - gaa 2019 oo-1,57857919.11,0,10471,data/images/19j00046,6,2019-06-08,2019-10-11,2020-01-14,2020-04-18,2020-07-23,2020-08-22,data/images/19j00046/19j00046_road_mask.png
21ia0096,"construction of naval diversion road ( riverside to provincial hospital), biliran (124.4051°, 11.55815° to 124.5815°, 11.51713°)",roads,completed,100.0,Region VIII,Biliran DEO,11.5564896,124.3981183,2021-03-18,2022-03-31,2021,regular infra,regular infra - gaa 2021 oo-1,48493923.22,0,33747,data/images/21ia0096,6,2021-02-16,2021-06-20,2021-09-23,2021-12-26,2022-03-31,2022-04-30,data/images/21ia0096/21ia0096_road_mask.png
22dq0042,"sustainable infrastructure projects alleviating gaps (sipag) - access roads and/or bridges from the national road/s leading to major/ strategic public buildings/ facilities - construction of road at barangay san marino, dasmariñas city, cavite and constru",roads,completed,100.0,Region IV-A,Cavite 3rd DEO,14.3255656,120.9739121,2022-02-16,2023-03-17,2022,regular infra,regular infra - gaa 2022 cssp,78397096.42,0,28091,data/images/22dq0042,6,2022-01-17,2022-05-25,2022-09-01,2022-12-08,2023-03-17,2023-04-16,data/images/22dq0042/22dq0042_road_mask.png
22k00340,cluster ro-o3 construction of various road projects in bukidnon,roads,completed,100.0,Region X,Region X,7.658029,125.0878596,2022-06-06,2023-12-31,2022,regular infra,regular infra - gaa 2022 cssp,243873632.1,0,41742,data/images/22k00340,6,2022-05-07,2022-10-27,2023-03-19,2023-08-09,2023-12-31,2024-01-30,data/images/22k00340/22k00340_road_mask.png
22pl0030,"basic infrastructure program (bip) - access roads and/or bridges from the national roads connecting to indigenous people (ip) communities - construction of pantal, brookside/new balbalan public cemetery access road, barangay bulanao/lacnog, tabuk city, ka",roads,completed,100.0,Cordillera Administrative Region,Lower Kalinga DEO,17.4073683,121.4373717,2022-03-01,2023-04-24,2022,regular infra,regular infra - gaa 2022 cssp,4800018.76,0,43620,data/images/22pl0030,6,2022-01-30,2022-06-13,2022-09-26,2023-01-09,2023-04-24,2023-05-24,data/images/22pl0030/22pl0030_road_mask.png
22mc0058,"construction of road from brgy. birada to luvimin, kidapawan city, north cotabato",roads,completed,100.0,Region XII,Cotabato 2nd DEO,7.0427128,125.1260493,2022-03-24,2023-09-28,2022,regular infra,regular infra - gaa 2022 cssp,39200000.0,0,29504,data/images/22mc0058,6,2022-02-22,2022-08-09,2022-12-25,2023-05-12,2023-09-28,2023-10-28,data/images/22mc0058/22mc0058_road_mask.png
23ad0066,"construction of suso road, sta. maria, ilocos sur",roads,completed,100.0,Region I,Ilocos Sur 2nd DEO,17.3620333,120.4714525,2023-03-16,2024-05-28,2023,regular infra,regular infra - gaa 2023 cssp,9505707.17,0,11363,data/images/23ad0066,6,2023-02-14,2023-07-03,2023-10-21,2024-02-08,2024-05-28,2024-06-27,data/images/23ad0066/23ad0066_road_mask.png
22fk0077,"convergence and special support program (ccsp)-basic infrastructure project (bip) access roads and_or bridges from the national road_s leading to major_strategic public buildings_facilities-construction to monte carmelo-miluya-amumunting road, castilla",roads,completed,100.0,Region V,Sorsogon DEO,12.9249131,123.8007031,2022-06-17,2023-08-04,2022,regular infra,regular infra - gaa 2022 cssp,96539841.3,0,29800,data/images/22fk0077,6,2022-05-18,2022-09-28,2023-01-09,2023-04-22,2023-08-04,2023-09-03,data/images/22fk0077/22fk0077_road_mask.png
18gb0214,"construction of brgy. inabasan - brgy. tig-ohot road, sibalom, antique",roads,completed,100.0,Region VI,Antique DEO,10.747958,122.0342044,2019-03-28,2020-10-27,2018,regular infra,regular infra - support for infrastructure projects and social program 2018,15015000.0,0,21643,data/images/18gb0214,6,2019-02-26,2019-08-19,2020-01-11,2020-06-04,2020-10-27,2020-11-26,data/images/18gb0214/18gb0214_road_mask.png
21i00001,"network development - construction of by-pass and diversion roads - tacloban - sta. fe - san miguel road, leyte",roads,completed,100.0,Region VIII,Region VIII,11.289444,124.895155,2021-02-22,2022-10-25,2021,regular infra,regular infra - gaa 2021 oo-1,96149036.1,0,32898,data/images/21i00001,6,2021-01-23,2021-07-24,2021-12-24,2022-05-25,2022-10-25,2022-11-24,data/images/21i00001/21i00001_road_mask.png
22md0082,"construction of concrete road - sitio lampaki-campo 3 agri-tourist road passing through lampaki 7 falls, brgy. kimarayag, pigcawayan, north cotabato",roads,completed,100.0,Region XII,Cotabato 1st DEO,7.37195,124.4948528,2022-05-23,2023-08-01,2022,regular infra,regular infra - gaa 2022 cssp,96500000.0,0,29504,data/images/22md0082,6,2022-04-23,2022-09-08,2022-12-26,2023-04-14,2023-08-01,2023-08-31,data/images/22md0082/22md0082_road_mask.png
22hh0112,convergence and special support program-sustainable infrastructure projects alleviating gaps (sipag)-access roads and/or bridges from the national road/s leading to major/strategic public buildings/facilities- construction of road with construction of d,roads,completed,100.0,Region VII,Cebu City DEO,10.3211779,123.918483,2022-06-16,2023-09-15,2022,regular infra,regular infra - gaa 2022 cssp,4886684.56,0,18116,data/images/22hh0112,6,2022-05-17,2022-10-08,2023-01-30,2023-05-24,2023-09-15,2023-10-15,data/images/22hh0112/22hh0112_road_mask.png
19ne0011,"construction/improvement oc access roads leading to declared tourism destinations, brgy. del pilar via brgy. nueva estrella road leading to del pilar dam and hinabyan beach, cagdianao, brgy. dinagat islands",roads,completed,100.0,Region XIII,Dinagat Islands DEO,9.9675476,125.6713246,2019-07-03,2020-12-21,2019,regular infra,regular infra - gaa 2019 cssp,24495768.88,0,34028,data/images/19ne0011,6,2019-06-03,2019-11-14,2020-03-27,2020-08-08,2020-12-21,2021-01-20,data/images/19ne0011/19ne0011_road_mask.png
21g00053,construction of road slope protection structure - candoni - sipalay rd k0144 + 126 - k0146 + 126,roads,completed,100.0,Region VI,Region VI,9.8103894,122.5481671,2021-05-25,2022-09-05,2021,regular infra,regular infra - gaa 2021 oo-1,46477295.0,0,4256,data/images/21g00053,6,2021-04-25,2021-09-19,2022-01-14,2022-05-11,2022-09-05,2022-10-05,data/images/21g00053/21g00053_road_mask.png
19pc0048,"construction/improvement of access road leading to trades, industries and economic zones, pudtol-bagutong road in support furniture handricrafts, loom weaving, banana, pineapple, vegetables and root crops, corn and rice 0+000-0+366",roads,completed,100.0,Cordillera Administrative Region,Apayao 2nd DEO,18.2257985,121.3933765,2019-06-10,2020-07-20,2019,regular infra,regular infra - gaa 2019 cssp,19009516.68,0,39591,data/images/19pc0048,6,2019-05-11,2019-09-19,2019-12-30,2020-04-09,2020-07-20,2020-08-19,data/images/19pc0048/19pc0048_road_mask.png
22ba0012,"construction/improvement of access road leading to tachimus port, itbayat, batanes",roads,completed,100.0,Region II,Batanes DEO,20.7407217,121.8549817,2022-02-15,2023-05-15,2022,regular infra,regular infra - gaa 2022 cssp,24500000.0,0,23507,data/images/22ba0012,6,2022-01-16,2022-06-08,2022-09-30,2023-01-21,2023-05-15,2023-06-14,data/images/22ba0012/22ba0012_road_mask.png
21k00369,"construction of by-pass and diversion roads, cagayan de oro coastal road (gusa-igpit section), cagayan de oro city",roads,completed,100.0,Region X,Region X,8.5142005,124.612227,2021-11-22,2023-08-22,2021,regular infra,regular infra - gaa 2021 oo-1,102071888.01,0,18310,data/images/21k00369,6,2021-10-23,2022-04-30,2022-10-07,2023-03-15,2023-08-22,2023-09-21,data/images/21k00369/21k00369_road_mask.png
19h00002,"organizational outcome 1: ensure safe and reliable national road system, network development program, construction of by-pass and diversion roads, metro dumaguete diversion road, (section 1), negros oriental, sta.00+576-sta.02+213, negros oriental provinc",roads,completed,100.0,Region VII,Region VII,9.320415,123.2721333,2019-07-05,2021-10-31,2019,regular infra,regular infra - gaa 2019 oo-1,101562789.14,0,21962,data/images/19h00002,6,2019-06-05,2020-02-02,2020-09-01,2021-04-01,2021-10-31,2021-11-30,data/images/19h00002/19h00002_road_mask.png
23gh0072,"construction of concrete road - barotac viejo bypass road, iloilo",roads,completed,100.0,Region VI,Iloilo 3rd DEO,11.0345534,122.843751,2023-02-21,2024-05-14,2023,regular infra,regular infra - gaa 2023 oo-1,49000000.0,0,13361,data/images/23gh0072,6,2023-01-22,2023-06-13,2023-10-03,2024-01-23,2024-05-14,2024-06-13,data/images/23gh0072/23gh0072_road_mask.png
22oi0070,"construction of road, new bilibid prison, southville 3, barangay poblacion, muntinlupa city",roads,completed,100.0,National Capital Region,Las Piñas-Muntinlupa DEO,14.3774119,121.0253757,2022-03-04,2023-08-24,2022,regular infra,regular infra - gaa 2022 cssp,42448160.16,0,5349,data/images/22oi0070,6,2022-02-02,2022-07-16,2022-11-28,2023-04-11,2023-08-24,2023-09-23,data/images/22oi0070/22oi0070_road_mask.png
20i00097,"network development - construction of by-pass and diversion roads baybay city diversion road, leyte, leyte 5th ld",roads,completed,100.0,Region VIII,Region VIII,10.6759929,124.8139419,2020-10-06,2021-11-12,2020,regular infra,regular infra - gaa 2020 oo-1,41203488.19,0,34462,data/images/20i00097,6,2020-09-06,2021-01-14,2021-04-25,2021-08-03,2021-11-12,2021-12-12,data/images/20i00097/20i00097_road_mask.png
23oi0023,"construction of road, nbp compound, barangay  poblacion, muntinlupa city",roads,completed,100.0,National Capital Region,Las Piñas-Muntinlupa DEO,14.37735,121.0280694,2023-02-13,2024-07-01,2023,regular infra,regular infra - gaa 2023 cssp,48998975.41,0,108,data/images/23oi0023,6,2023-01-14,2023-06-19,2023-10-23,2024-02-26,2024-07-01,2024-07-31,data/images/23oi0023/23oi0023_road_mask.png
22il0027,"network development program - construction of by-pass and diversion roads tigbawan - sta. cruz - malitbog rd., southern leyte",roads,completed,100.0,Region VIII,Southern Leyte 1st DEO,10.2055,124.94919,2022-02-16,2023-03-12,2022,regular infra,regular infra - gaa 2022 oo-1,96499999.94,0,39196,data/images/22il0027,6,2022-01-17,2022-05-24,2022-08-29,2022-12-04,2023-03-12,2023-04-11,data/images/22il0027/22il0027_road_mask.png
22bc0092,"convergence and special support program-basic infrastructure program-access roads and/or bridges from the national roads leading to major/strategic public buildings/facilities-construction of malinta-minanga sur barangay road, lasam, cagayan",roads,completed,100.0,Region II,Cagayan 2nd DEO,18.0945111,121.6250972,2022-02-25,2023-03-31,2022,regular infra,regular infra - gaa 2022 cssp,19800000.0,0,7912,data/images/22bc0092,6,2022-01-26,2022-06-04,2022-09-12,2022-12-21,2023-03-31,2023-04-30,data/images/22bc0092/22bc0092_road_mask.png
22a00248,"construction of missing links / new roads, santol (la union) - kibungan (benguet) road, la union (package 3)",roads,completed,100.0,Region I,Region I,16.7158333,120.4963889,2022-04-07,2023-04-17,2022,regular infra,regular infra - gaa 2022 oo-1,96499933.41,0,17055,data/images/22a00248,6,2022-03-08,2022-07-09,2022-10-11,2023-01-13,2023-04-17,2023-05-17,data/images/22a00248/22a00248_road_mask.png
19le0092,"construction / improvement of access road leading to balut island circumferential road, sarangani, davao occidental",roads,completed,100.0,Region XI,Davao Occidental DEO,5.4303972,125.4096897,2019-06-26,2020-07-06,2019,regular infra,regular infra - gaa 2019 cssp,96464452.53,0,10716,data/images/19le0092,7,2019-05-27,2019-09-28,2019-12-31,2020-04-03,2020-07-06,2020-08-05,data/images/19le0092/19le0092_road_mask.png
23ad0020,"construction of eco-park palacapac-amguid connecting to candon-salcedo road, barangay palacapac and amguid, candon city, ilocos sur",roads,completed,100.0,Region I,Ilocos Sur 2nd DEO,17.1520389,120.5129853,2023-02-10,2024-11-05,2023,regular infra,regular infra - gaa 2023 cssp,28517938.02,0,11645,data/images/23ad0020,6,2023-01-11,2023-07-18,2023-12-24,2024-05-30,2024-11-05,2024-12-05,data/images/23ad0020/23ad0020_road_mask.png
20d00033,"fy 2020 dpwh infrastructure program organizational outcome 1: ensure safe and reliable national road system network development program construction of by-pass and diversion roads parian- san jose-bucal diversion road, laguna",roads,completed,100.0,Region IV-A,Region IV-A,14.2194722,121.1655583,2020-11-25,2022-12-15,2020,regular infra,regular infra - gaa 2020 oo-1,96498080.32,0,32692,data/images/20d00033,6,2020-10-26,2021-05-31,2021-12-05,2022-06-10,2022-12-15,2023-01-14,data/images/20d00033/20d00033_road_mask.png
19f00074,"convergence and special support program-construction/improvement of access roads leading to declared tourism destinations, pasacao-balatan tourism coastal highway leading to pasacao port to white sand beaches (balatan section-package ii), camarines sur,ba",roads,completed,100.0,Region V,Region V,13.3426,123.21394,2019-08-30,2020-12-16,2019,regular infra,regular infra - gaa 2019 cssp,48244177.0,0,18361,data/images/19f00074,6,2019-07-31,2019-12-26,2020-04-23,2020-08-19,2020-12-16,2021-01-15,data/images/19f00074/19f00074_road_mask.png
21cf0081,": construction of road, macabaklay, gapan city, nueva ecija",roads,completed,100.0,Region III,Nueva Ecija 2nd DEO,15.2893135,121.028305,2022-04-07,2023-11-30,2021,regular infra,regular infra - gaa 2021 lp,5879864.47,0,16574,data/images/21cf0081,6,2022-03-08,2022-09-04,2023-02-02,2023-07-02,2023-11-30,2023-12-30,data/images/21cf0081/21cf0081_road_mask.png
23fg0012,"construction of missing link/new road, lagonoy-caramoan road, camarines surgarchitorena, camarines sur",roads,completed,100.0,Region V,Camarines Sur 4th DEO,13.8414068,123.6832733,2023-02-26,2024-09-01,2023,regular infra,regular infra - gaa 2023 oo-1,91675000.0,0,20631,data/images/23fg0012,6,2023-01-27,2023-07-14,2023-11-29,2024-04-15,2024-09-01,2024-10-01,data/images/23fg0012/23fg0012_road_mask.png
22je0015,"basic infrastructure program (bip), construction of road, barangay bambong diut to barangay bagong opon, municipality of ramon magsaysay, zamboanga del sur",roads,completed,100.0,Region IX,Zamboanga del Sur 1st DEO,8.0075212,123.4721531,2022-02-16,2023-04-01,2022,regular infra,regular infra - gaa 2022 cssp,12923940.6,0,10451,data/images/22je0015,6,2022-01-17,2022-05-29,2022-09-08,2022-12-19,2023-04-01,2023-05-01,data/images/22je0015/22je0015_road_mask.png
19cj0157,"local infrastructure program construction of manila north road to sctex luisita access road (san sebastian to balete), tarlac city",roads,completed,100.0,Region III,Tarlac DEO,15.4694472,120.6181806,2019-08-09,2020-09-16,2019,regular infra,regular infra - gaa 2019 lp,91679741.68,0,16916,data/images/19cj0157,6,2019-07-10,2019-11-18,2020-02-27,2020-06-07,2020-09-16,2020-10-16,data/images/19cj0157/19cj0157_road_mask.png
23id0034,"construction of road, brgy. olotan-brgy. caglawaan-brgy. tuba road,jaro,leyte",roads,completed,100.0,Region VIII,Leyte 2nd DEO,11.20876,124.796211,2023-03-10,2024-05-18,2023,regular infra,regular infra - gaa 2023 cssp,23145426.16,0,52368,data/images/23id0034,6,2023-02-08,2023-06-26,2023-10-13,2024-01-30,2024-05-18,2024-06-17,data/images/23id0034/23id0034_road_mask.png
22ki0048,"convergence and special support program, construction / improvement of access roadsleading to declared tourism destinations (tourism road infrastructure program - trip),access road leading to guiban falls, concepcion, misamis occidental.",roads,completed,100.0,Region X,Misamis Occidental 1st DEO,8.4055394,123.5958328,2022-04-08,2024-12-27,2022,regular infra,regular infra - gaa 2022 cssp,47759107.39,0,18155,data/images/22ki0048,6,2022-03-09,2022-12-12,2023-08-18,2024-04-22,2024-12-27,2025-01-26,data/images/22ki0048/22ki0048_road_mask.png
20g00075,"construction of sabang west road (turtle beach nesting, boulevard and sunset viewing) bugasong, antique",roads,completed,100.0,Region VI,Region VI,11.0437531,122.0636083,2020-11-23,2022-08-03,2020,regular infra,regular infra - gaa 2020 lp,60750392.02,0,13361,data/images/20g00075,6,2020-10-24,2021-04-26,2021-09-28,2022-03-01,2022-08-03,2022-09-02,data/images/20g00075/20g00075_road_mask.png
20j00045,"construction of by-pass and diversion roads - road widening zamboanga city diversion road, zamboanga city",roads,completed,100.0,Region IX,Region IX,6.9699721,122.1703662,2020-02-21,2021-11-12,2020,regular infra,regular infra - gaa 2020 oo-1,126518058.75,0,14656,data/images/20j00045,6,2020-01-22,2020-07-27,2021-01-01,2021-06-07,2021-11-12,2021-12-12,data/images/20j00045/20j00045_road_mask.png
21lb0005,construction of drainage structures -  daang maharlika (mn) - k1508+623,roads,completed,100.0,Region XI,Davao City DEO,7.0843819,125.6096339,2021-06-23,2023-03-15,2021,regular infra,regular infra - gaa 2021 oo-1,57900000.0,0,23474,data/images/21lb0005,6,2021-05-24,2021-11-27,2022-05-04,2022-10-08,2023-03-15,2023-04-14,data/images/21lb0005/21lb0005_road_mask.png
