contractId,description,category,status,progress,region,province,latitude,longitude,startDate,completionDate,infraYear,programName,sourceOfFunds,budget,amountPaid,contractorId,image_folder_path,downloaded_image_count,date_00_pre_start,date_25_progress,date_50_progress,date_75_progress,date_100_completed,date_post_completion,osm_mask_path,delta_00_to_25,delta_25_to_50,delta_50_to_75,delta_75_to_10,delta_10_to_po
21cf0081,": construction of road, macabaklay, gapan city, nueva ecija",roads,completed,100.0,Region III,Nueva Ecija 2nd DEO,15.2893135,121.028305,2022-04-07,2023-11-30,2021,regular infra,regular infra - gaa 2021 lp,5879864.47,0,16574,data/images/21cf0081,6,2022-03-08,2022-09-04,2023-02-02,2023-07-02,2023-11-30,2023-12-30,data/images/21cf0081/21cf0081_road_mask.png,0.07984127849340439,0.08533305674791336,0.044101446866989136,0.06450406461954117,0.05305090174078941
23fg0012,"construction of missing link/new road, lagonoy-caramoan road, camarines surgarchitorena, camarines sur",roads,completed,100.0,Region V,Camarines Sur 4th DEO,13.8414068,123.6832733,2023-02-26,2024-09-01,2023,regular infra,regular infra - gaa 2023 oo-1,91675000.0,0,20631,data/images/23fg0012,6,2023-01-27,2023-07-14,2023-11-29,2024-04-15,2024-09-01,2024-10-01,data/images/23fg0012/23fg0012_road_mask.png,0.14992664754390717,0.21328088641166687,0.22097285091876984,0.05465742200613022,0.013498731888830662
22je0015,"basic infrastructure program (bip), construction of road, barangay bambong diut to barangay bagong opon, municipality of ramon magsaysay, zamboanga del sur",roads,completed,100.0,Region IX,Zamboanga del Sur 1st DEO,8.0075212,123.4721531,2022-02-16,2023-04-01,2022,regular infra,regular infra - gaa 2022 cssp,12923940.6,0,10451,data/images/22je0015,6,2022-01-17,2022-05-29,2022-09-08,2022-12-19,2023-04-01,2023-05-01,data/images/22je0015/22je0015_road_mask.png,0.06822454184293747,0.03490966185927391,0.058281391859054565,0.07889968156814575,0.0626412108540535
19cj0157,"local infrastructure program construction of manila north road to sctex luisita access road (san sebastian to balete), tarlac city",roads,completed,100.0,Region III,Tarlac DEO,15.4694472,120.6181806,2019-08-09,2020-09-16,2019,regular infra,regular infra - gaa 2019 lp,91679741.68,0,16916,data/images/19cj0157,6,2019-07-10,2019-11-18,2020-02-27,2020-06-07,2020-09-16,2020-10-16,data/images/19cj0157/19cj0157_road_mask.png,0.07157684862613678,0.07944076508283615,0.06998647004365921,0.07059278339147568,0.10203510522842407
23id0034,"construction of road, brgy. olotan-brgy. caglawaan-brgy. tuba road,jaro,leyte",roads,completed,100.0,Region VIII,Leyte 2nd DEO,11.20876,124.796211,2023-03-10,2024-05-18,2023,regular infra,regular infra - gaa 2023 cssp,23145426.16,0,52368,data/images/23id0034,6,2023-02-08,2023-06-26,2023-10-13,2024-01-30,2024-05-18,2024-06-17,data/images/23id0034/23id0034_road_mask.png,0.10506100207567215,0.08188804239034653,0.12063819169998169,0.1184195876121521,0.05983833223581314
22ki0048,"convergence and special support program, construction / improvement of access roadsleading to declared tourism destinations (tourism road infrastructure program - trip),access road leading to guiban falls, concepcion, misamis occidental.",roads,completed,100.0,Region X,Misamis Occidental 1st DEO,8.4055394,123.5958328,2022-04-08,2024-12-27,2022,regular infra,regular infra - gaa 2022 cssp,47759107.39,0,18155,data/images/22ki0048,6,2022-03-09,2022-12-12,2023-08-18,2024-04-22,2024-12-27,2025-01-26,data/images/22ki0048/22ki0048_road_mask.png,0.03332410007715225,0.05365345999598503,0.055756811052560806,0.17351527512073517,0.08988496661186218
20g00075,"construction of sabang west road (turtle beach nesting, boulevard and sunset viewing) bugasong, antique",roads,completed,100.0,Region VI,Region VI,11.0437531,122.0636083,2020-11-23,2022-08-03,2020,regular infra,regular infra - gaa 2020 lp,60750392.02,0,13361,data/images/20g00075,6,2020-10-24,2021-04-26,2021-09-28,2022-03-01,2022-08-03,2022-09-02,data/images/20g00075/20g00075_road_mask.png,0.11823567003011703,0.12346775829792023,0.20197945833206177,0.19447095692157745,0.034934159368276596
20j00045,"construction of by-pass and diversion roads - road widening zamboanga city diversion road, zamboanga city",roads,completed,100.0,Region IX,Region IX,6.9699721,122.1703662,2020-02-21,2021-11-12,2020,regular infra,regular infra - gaa 2020 oo-1,126518058.75,0,14656,data/images/20j00045,6,2020-01-22,2020-07-27,2021-01-01,2021-06-07,2021-11-12,2021-12-12,data/images/20j00045/20j00045_road_mask.png,0.043013572692871094,0.038198381662368774,0.04575785994529724,0.09070068597793579,0.08936695009469986
21lb0005,construction of drainage structures -  daang maharlika (mn) - k1508+623,roads,completed,100.0,Region XI,Davao City DEO,7.0843819,125.6096339,2021-06-23,2023-03-15,2021,regular infra,regular infra - gaa 2021 oo-1,57900000.0,0,23474,data/images/21lb0005,6,2021-05-24,2021-11-27,2022-05-04,2022-10-08,2023-03-15,2023-04-14,data/images/21lb0005/21lb0005_road_mask.png,0.08951078355312347,0.11824138462543488,0.08862779289484024,0.07889451086521149,0.16302655637264252
24ac0006,"construction of brgy. villamar road connecting fishponds in support to fish trading and processing industry, caoayan, ilocos sur",roads,completed,100.0,Region I,Ilocos Sur 1st DEO,17.5288936,120.3855225,2024-02-20,2025-03-12,2024,regular infra,regular infra - gaa 2024 cp,14153970.29,0,35857,data/images/24ac0006,6,2024-01-21,2024-05-26,2024-08-31,2024-12-05,2025-03-12,2025-04-11,data/images/24ac0006/24ac0006_road_mask.png,0.061249084770679474,0.08286233991384506,0.07007773965597153,0.08065184950828552,0.04270380735397339
22ha0075,"construction of road, baclayon, bohol",roads,terminated,100.0,Region VII,Bohol 1st DEO,9.6267183,123.9189283,2022-03-24,2023-09-06,2022,regular infra,regular infra - gaa 2022 cssp,2625719.57,0,38487,data/images/22ha0075,6,2022-02-22,2022-08-03,2022-12-14,2023-04-26,2023-09-06,2023-10-06,data/images/22ha0075/22ha0075_road_mask.png,0.09519613534212112,0.07243777811527252,0.08332670480012894,0.10708140581846237,0.12899169325828552
19og0047,"improvement/ construction of road network at camp aguinaldo, phase 2, quezon city",roads,completed,100.0,National Capital Region,Quezon City 2nd DEO,14.6027778,121.0613889,2019-06-13,2020-06-22,2019,regular infra,regular infra - gaa 2019 lp,61552042.31,0,12013,data/images/19og0047,6,2019-05-14,2019-09-14,2019-12-17,2020-03-20,2020-06-22,2020-07-22,data/images/19og0047/19og0047_road_mask.png,0.07248454540967941,0.12704648077487946,0.1263914853334427,0.0679808184504509,0.051507774740457535
21gn0065,"construction/upgrading/rehabilitation of drainage along national roads - primary roads bacolod south road (s00127nr), k0030+162 to k0030+781, valladolid, negros occidental",roads,completed,100.0,Negros Island Region,Negros Occidental 4th DEO,10.4545,122.8251767,2021-03-25,2022-05-30,2021,regular infra,regular infra - gaa 2021 oo-1,8669474.19,0,30835,data/images/21gn0065,6,2021-02-23,2021-07-10,2021-10-26,2022-02-11,2022-05-30,2022-06-29,data/images/21gn0065/21gn0065_road_mask.png,0.03459693491458893,0.037382856011390686,0.04722284525632858,0.054284971207380295,0.04283420369029045
21do0079,"local program-construction/repair/rehabilitation/improvement of various infrastructure including local projects-local roads and bridges-local roads-construction of rizal-bulacan inter-province link road, rizal",roads,completed,100.0,Region IV-A,Rizal 2nd DEO,14.7739889,121.1332083,2021-08-18,2022-11-23,2021,regular infra,regular infra - gaa 2021 lp,96500000.0,0,16916,data/images/21do0079,6,2021-07-19,2021-12-11,2022-04-06,2022-07-30,2022-11-23,2022-12-23,data/images/21do0079/21do0079_road_mask.png,0.13689486682415009,0.08021067082881927,0.08218687772750854,0.04958314448595047,0.06391618400812149
19f00063,"convergence and special support program-construction/improvement of access roads leading to trades, industries and economic zones, balud national road connecting barangay danao in support of agribusiness, balud, sta. 79+406.81-sta. 80+120.00, balud, masba",roads,completed,100.0,Region V,Region V,11.9603997,123.1583231,2019-08-13,2021-02-06,2019,regular infra,regular infra - gaa 2019 cssp,48248838.01,0,32692,data/images/19f00063,6,2019-07-14,2019-12-26,2020-05-10,2020-09-23,2021-02-06,2021-03-08,data/images/19f00063/19f00063_road_mask.png,0.0824284479022026,0.11387650668621063,0.07087022066116333,0.13212065398693085,0.15393505990505219
19eb0079,"construction of concrete road-access roads leading to cabra  island, cabra lighthouse and white sand beach, lubang, occidental mindoro",roads,completed,100.0,Region IV-B,Mindoro Occidental DEO,13.8732417,120.0504467,2019-07-15,2020-10-12,2019,regular infra,regular infra - gaa 2019 cssp,28664880.03,0,39894,data/images/19eb0079,6,2019-06-15,2019-11-05,2020-02-27,2020-06-20,2020-10-12,2020-11-11,data/images/19eb0079/19eb0079_road_mask.png,0.0703081265091896,0.03944454342126846,0.056078433990478516,0.030148401856422424,0.018051136285066605
20k00333,"construction of by-pass and diversion roads, cdo new eastern diversion road ( jct. south diversion road / mandumol -nazareth - camaman-an -justo ramonal - jct / j. r. borja -lkks- bcir/ lapasan, cagayan de oro city",roads,completed,100.0,Region X,Region X,8.4636528,124.6525111,2020-04-14,2022-12-30,2020,regular infra,regular infra - gaa 2020 oo-1,65341529.35,0,18310,data/images/20k00333,6,2020-03-15,2020-12-17,2021-08-22,2022-04-26,2022-12-30,2023-01-29,data/images/20k00333/20k00333_road_mask.png,0.08098013699054718,0.0929684266448021,0.12304046750068665,0.15505516529083252,0.10164756327867508
22od0252,"construction of road including drainage along brgys. 90 & 91, caloocan city",roads,completed,100.0,National Capital Region,Metro Manila 3rd DEO,14.6532272,120.9853928,2022-03-24,2023-06-05,2022,regular infra,regular infra - gaa 2022 cssp,9592277.42,0,31867,data/images/22od0252,6,2022-02-22,2022-07-11,2022-10-29,2023-02-15,2023-06-05,2023-07-05,data/images/22od0252/22od0252_road_mask.png,0.17085899412631989,0.17224803566932678,0.114457868039608,0.11310027539730072,0.015151996165513992
20f00055,"convergence and special support program-construction/improvement of access roads leading to declared tourism destinations, matnog-bulan-magallanes tourism west coast highway, sorsogon, package iii, magallanes, sorsogon (1st legislative district)",roads,completed,100.0,Region V,Region V,12.7672861,123.9031056,2020-05-29,2021-07-22,2020,regular infra,regular infra - gaa 2020 cssp,91675000.0,0,11697,data/images/20f00055,6,2020-04-29,2020-09-10,2020-12-24,2021-04-08,2021-07-22,2021-08-21,data/images/20f00055/20f00055_road_mask.png,0.04747622832655907,0.093063123524189,0.07213067263364792,0.0710194930434227,0.02861694060266018
22go0013,"construction/upgrading/rehabilitation of drainage along national roads- primary roads-bacolod south rd-k0001+865-k0001+868, k0008+636-k0008+670,k0008+700-k0008+790, bacolod city, negros occidental",roads,completed,100.0,Negros Island Region,Bacolod City DEO,10.6093569,122.9241508,2022-02-08,2023-04-24,2022,regular infra,regular infra - gaa 2022 oo-1,5624220.0,0,33806,data/images/22go0013,6,2022-01-09,2022-05-29,2022-09-16,2023-01-04,2023-04-24,2023-05-24,data/images/22go0013/22go0013_road_mask.png,0.07028023153543472,0.07427619397640228,0.1372780054807663,0.16289472579956055,0.06421525031328201
21kh0058,"asset preservation program-construction/upgrading/rehabilitation of drainage along national roads-secondary roads-carmen-patag-bulua road k1440+(-223) - k1440+158, k1440+171.70 - k1440+211, k1441+377-k1441+837, cagayan de oro city, misamis oriental",roads,completed,100.0,Region X,Cagayan de Oro City 1st DEO,8.4815639,124.6293278,2021-07-09,2022-11-25,2021,regular infra,regular infra - gaa 2021 oo-1,18302271.5,0,38294,data/images/21kh0058,6,2021-06-09,2021-11-12,2022-03-18,2022-07-22,2022-11-25,2022-12-25,data/images/21kh0058/21kh0058_road_mask.png,0.0613369382917881,0.0692344605922699,0.1004573330283165,0.16393613815307617,0.16451454162597656
18n00116,"access road leading to jubang port, construction of sta. fe - jubang port, dapa, siargao, surigao del norte",roads,completed,100.0,Region XIII,Region XIII,9.7801752,126.0140957,2019-06-13,2021-12-15,2018,regular infra,regular infra - support for infrastructure projects and social program 2018,327930164.64,0,7249,data/images/18n00116,6,2019-05-14,2020-01-28,2020-09-13,2021-04-30,2021-12-15,2022-01-14,data/images/18n00116/18n00116_road_mask.png,0.07147915661334991,0.12769970297813416,0.0942690446972847,0.08006041496992111,0.13529446721076965
23c00081,"network development program-construction of bypass and diversion roads-lubao-guagua-minalin-sto. tomas road (lubao-guagua section), package 8, province of pampanga",roads,completed,100.0,Region III,Region III,14.8850597,120.55147,2023-05-01,2024-07-21,2023,regular infra,regular infra - gaa 2023 oo-1,121589452.65,0,3509,data/images/23c00081,6,2023-04-01,2023-08-20,2023-12-10,2024-03-31,2024-07-21,2024-08-20,data/images/23c00081/23c00081_road_mask.png,0.08556930720806122,0.09838125854730606,0.06280912458896637,0.04833757504820824,0.048721566796302795
23lb0133,"construction of missing gap, nrj tagum - panabo circumferential road barangay malitbog to mabuhay, davao del norte to pañalum, davao city, davao del norte",roads,completed,100.0,Region XI,Davao City DEO,7.3381111,125.6121139,2023-04-24,2024-07-26,2023,regular infra,regular infra - gaa 2023 cssp,96500000.0,0,34057,data/images/23lb0133,6,2023-03-25,2023-08-16,2023-12-09,2024-04-02,2024-07-26,2024-08-25,data/images/23lb0133/23lb0133_road_mask.png,0.17422769963741302,0.11087850481271744,0.10915336012840271,0.051794566214084625,0.0515124537050724
22kj0068,"construction mof eco tourism highway, tudela, misamis occidental",roads,completed,100.0,Region X,Misamis Occidental 2nd DEO,8.2303795,123.8012476,2022-04-04,2023-05-02,2022,regular infra,regular infra - gaa 2022 cssp,80364629.56,0,7040,data/images/22kj0068,6,2022-03-05,2022-07-11,2022-10-17,2023-01-23,2023-05-02,2023-06-01,data/images/22kj0068/22kj0068_road_mask.png,0.08830256015062332,0.08741609007120132,0.11927672475576401,0.1295761913061142,0.11334462463855743
22f00121,"oo1: ensure safe and reliable national road system-network development program-construction of by-pass and diversion roads-camarines sur-albay diversion road, camarines sur, san fernando-minalabac, camarines sur (2nd legislative district)",roads,completed,100.0,Region V,Region V,13.5371347,123.1456461,2022-04-05,2023-05-05,2022,regular infra,regular infra - gaa 2022 oo-1,96500000.0,0,32376,data/images/22f00121,6,2022-03-06,2022-07-12,2022-10-19,2023-01-26,2023-05-05,2023-06-04,data/images/22f00121/22f00121_road_mask.png,0.037709832191467285,0.04969574138522148,0.1837102174758911,0.1986348032951355,0.07651232928037643
21h00018,"organizational outcome 1: ensure safe and reliable national road system, network development program, construction of by-pass and diversion roads, barili-aloguinsan coastal road, cebu, station 0+000-station 1+722, cebu province",roads,completed,100.0,Region VII,Region VII,10.12922,123.5002647,2021-02-22,2022-05-20,2021,regular infra,regular infra - gaa 2021 oo-1,87351729.14,0,30231,data/images/21h00018,6,2021-01-23,2021-06-15,2021-10-06,2022-01-27,2022-05-20,2022-06-19,data/images/21h00018/21h00018_road_mask.png,0.06715036183595657,0.11147941648960114,0.1294642984867096,0.11603032052516937,0.05819373205304146
21e00022,"construction/improvement of access roads to barangays aporawan, barake, magbabadil, mabini to poblacion, in support to coconut, cacao and oil palm industry, ko000+000-ko003+592, aborlan, palawan",roads,completed,100.0,Region IV-B,Region IV-B,9.5763675,118.372236,2021-02-18,2022-03-21,2021,regular infra,regular infra - gaa 2021 cssp,120624398.27,0,24093,data/images/21e00022,6,2021-01-19,2021-05-28,2021-09-04,2021-12-12,2022-03-21,2022-04-20,data/images/21e00022/21e00022_road_mask.png,0.11053990572690964,0.042342692613601685,0.02569066733121872,0.0435180589556694,0.08539115637540817
19ng0071,"construction of farm to market road / brgy. opong, tagana-an, surigao del norte, sta.0+000 - sta.0+195",roads,completed,100.0,Region XIII,Surigao del Norte 2nd DEO,9.7108139,125.6058972,2019-07-29,2020-10-21,2019,regular infra,regular infra - gaa 2019 lp,2953402.12,0,43904,data/images/19ng0071,6,2019-06-29,2019-11-18,2020-03-10,2020-06-30,2020-10-21,2020-11-20,data/images/19ng0071/19ng0071_road_mask.png,0.033460818231105804,0.030886907130479813,0.04121289774775505,0.036617498844861984,0.0500091090798378
22k00012,"construction of by-pass and diversion roads, iligan city circumferential road extension to jct. sta. felomina-bonbonon-digkilaan-rogongon road, package 4, lanao del norte",roads,completed,100.0,Region X,Region X,8.2419979,124.3382517,2022-03-30,2023-04-07,2022,regular infra,regular infra - gaa 2022 oo-1,101325000.0,0,31364,data/images/22k00012,6,2022-02-28,2022-07-01,2022-10-02,2023-01-03,2023-04-07,2023-05-07,data/images/22k00012/22k00012_road_mask.png,0.09585507959127426,0.08421070128679276,0.0947858989238739,0.11229158192873001,0.03429202735424042
22je0092,"basic infrastructure program (bip) access roads and/or bridges from the national road/s leading to major/ strategic public buildings/ facilities construction of road inside regional government center (rgc), pagadian city, zamboanga del sur",roads,completed,100.0,Region IX,Zamboanga del Sur 1st DEO,7.8425583,123.3996933,2022-10-12,2024-07-29,2022,regular infra,regular infra - gaa 2022 cssp,19519273.82,0,18052,data/images/22je0092,6,2022-09-12,2023-03-25,2023-09-05,2024-02-16,2024-07-29,2024-08-28,data/images/22je0092/22je0092_road_mask.png,0.11115292459726334,0.114421047270298,0.0969143733382225,0.08053253591060638,0.10742562264204025
21lb0006,construction of drainage structure - quezon blvd (mn) - k1510+225,roads,completed,100.0,Region XI,Davao City DEO,7.0611,125.6129,2021-08-30,2023-12-27,2021,regular infra,regular infra - gaa 2021 oo-1,48019252.32,0,25632,data/images/21lb0006,6,2021-07-31,2022-03-30,2022-10-28,2023-05-28,2023-12-27,2024-01-26,data/images/21lb0006/21lb0006_road_mask.png,0.06912768632173538,0.05534680560231209,0.07064993679523468,0.10035694390535355,0.16009429097175598
22cn0098,"construction of road, so. maligaya, brgy. tabas, casiguran, aurora",roads,completed,100.0,Region III,Aurora DEO,16.3097119,122.0954269,2022-04-04,2023-11-13,2022,regular infra,regular infra - gaa 2022 cssp,9331277.81,0,42358,data/images/22cn0098,6,2022-03-05,2022-08-29,2023-01-23,2023-06-19,2023-11-13,2023-12-13,data/images/22cn0098/22cn0098_road_mask.png,0.12889695167541504,0.12390521913766861,0.12372129410505295,0.06125568598508835,0.06483911722898483
20d00013,"fy 2020 dpwh infrastructure program  organizational outcome 1: ensure safe and reliable national road system network development program  construction of missing links / new roads, tagaytay-calamba road via canlubang, cavite section, cavite",roads,completed,100.0,Region IV-A,Region IV-A,14.1460771,121.0231778,2020-11-25,2022-11-25,2020,regular infra,regular infra - gaa 2020 oo-1,64845658.7,0,32160,data/images/20d00013,6,2020-10-26,2021-05-26,2021-11-25,2022-05-26,2022-11-25,2022-12-25,data/images/20d00013/20d00013_road_mask.png,0.06531857699155807,0.08842089027166367,0.11923805624246597,0.14799615740776062,0.1741749346256256
21nc0099,"construction/improvement of bunawan- veruela road, bunawan, agusan del sur",roads,completed,100.0,Region XIII,Agusan del Sur 2nd DEO,8.1964244,125.9632033,2021-09-20,2022-11-05,2021,regular infra,regular infra - gaa 2021 lp,82025000.0,0,11487,data/images/21nc0099,6,2021-08-21,2021-12-31,2022-04-13,2022-07-25,2022-11-05,2022-12-05,data/images/21nc0099/21nc0099_road_mask.png,0.06525003910064697,0.11743726581335068,0.10554498434066772,0.09480873495340347,0.1300133764743805
21lb0317,"construction of road, barangay salapawan, paquibato district, davao city",roads,completed,100.0,Region XI,Davao City DEO,7.1256401,125.6551839,2021-12-01,2022-12-15,2021,regular infra,regular infra - gaa 2021 lp,96500000.0,0,39012,data/images/21lb0317,6,2021-11-01,2022-03-05,2022-06-08,2022-09-11,2022-12-15,2023-01-14,data/images/21lb0317/21lb0317_road_mask.png,0.0855451449751854,0.11388765275478363,0.101003497838974,0.0888785570859909,0.08325260132551193
19i00090,"network development - construction of missing links / new roads: mahaplag - hilongos road, package 1, leyte, cw1 - construction of concrete road, leyte 5th ld",roads,completed,100.0,Region VIII,Region VIII,10.574983,124.955684,2019-07-08,2021-07-21,2019,regular infra,regular infra - gaa 2019 oo-1,103696203.59,0,36446,data/images/19i00090,6,2019-06-08,2020-01-10,2020-07-14,2021-01-16,2021-07-21,2021-08-20,data/images/19i00090/19i00090_road_mask.png,0.0625988319516182,0.07047589123249054,0.08787493407726288,0.08479703217744827,0.0030715418979525566
19gb0090,"construction of concrete road - concreting of union - tinigbas - pucio road, brgy. tinigbas and brgy. pucio, libertad, antique",roads,completed,100.0,Region VI,Antique DEO,11.7573328,121.8581221,2019-07-09,2020-07-13,2019,regular infra,regular infra - gaa 2019 lp,23765574.25,0,38649,data/images/19gb0090,6,2019-06-09,2019-10-09,2020-01-10,2020-04-11,2020-07-13,2020-08-12,data/images/19gb0090/19gb0090_road_mask.png,0.07258883118629456,0.07191924750804901,0.08969594538211823,0.09891295433044434,0.11975381523370743
23ad0021,"construction of nagbukel-abra road,nagbukel, ilocos sur",roads,completed,100.0,Region I,Ilocos Sur 2nd DEO,17.4352286,120.5620211,2023-02-10,2024-09-03,2023,regular infra,regular infra - gaa 2023 cssp,29399921.95,0,32561,data/images/23ad0021,6,2023-01-11,2023-07-02,2023-11-22,2024-04-13,2024-09-03,2024-10-03,data/images/23ad0021/23ad0021_road_mask.png,0.05146395042538643,0.05816201493144035,0.09650842100381851,0.10032191872596741,0.036172717809677124
22k00048,"construction of bypass and diversion roads, sayre highway bypass road, maluko section, climbing lanes, bukidnon",roads,completed,100.0,Region X,Region X,8.3689356,124.9572967,2022-03-30,2023-10-23,2022,regular infra,regular infra - gaa 2022 oo-1,10973254.0,0,6506,data/images/22k00048,6,2022-02-28,2022-08-20,2023-01-10,2023-06-02,2023-10-23,2023-11-22,data/images/22k00048/22k00048_road_mask.png,0.13884221017360687,0.17365357279777527,0.22481809556484222,0.18257637321949005,0.08784860372543335
20cj0128,"construction / repair / rehabilitation / improvement of various infrastructure including local projects construction of san jose, tarlac-palauig, zambales road including drainage phase 5, san jose, tarlac",roads,completed,100.0,Region III,Tarlac DEO,15.4847956,120.3091856,2020-11-24,2022-01-25,2020,regular infra,regular infra - gaa 2020 lp,75655997.44,0,9036,data/images/20cj0128,6,2020-10-25,2021-03-10,2021-06-25,2021-10-10,2022-01-25,2022-02-24,data/images/20cj0128/20cj0128_road_mask.png,0.13484176993370056,0.13390611112117767,0.12760557234287262,0.0622016116976738,0.1544235795736313
21do0011,"organizational outcome 1: ensure safe and reliable national road system - network development program - construction of by-pass and diversion roads - morong by-pass road, morong, rizal",roads,completed,100.0,Region IV-A,Rizal 2nd DEO,14.5025666,121.2348472,2021-02-23,2022-06-02,2021,regular infra,regular infra - gaa 2021 oo-1,19300000.0,0,13522,data/images/21do0011,6,2021-01-24,2021-06-19,2021-10-13,2022-02-06,2022-06-02,2022-07-02,data/images/21do0011/21do0011_road_mask.png,0.10954907536506653,0.09337800741195679,0.10125265270471573,0.06516057997941971,0.045752108097076416
22ad0118,"construction of barangay balingaoan barangay caterman road, brgy. balingaoan and brgy. caterman, candon city, ilocos sur",roads,completed,100.0,Region I,Ilocos Sur 2nd DEO,17.2160183,120.4301081,2022-04-04,2023-08-30,2022,regular infra,regular infra - gaa 2022 cssp,9603632.1,0,11645,data/images/22ad0118,6,2022-03-05,2022-08-10,2022-12-16,2023-04-23,2023-08-30,2023-09-29,data/images/22ad0118/22ad0118_road_mask.png,0.06983534246683121,0.06354901939630508,0.09759742021560669,0.11077256500720978,0.15523254871368408
21n00033,"construction of sta. irene- san miguel road, agusan del sur",roads,completed,100.0,Region XIII,Region XIII,8.7346983,125.9187567,2021-04-14,2022-06-01,2021,regular infra,regular infra - gaa 2021 lp,125449986.97,0,2083,data/images/21n00033,6,2021-03-15,2021-07-26,2021-11-06,2022-02-17,2022-06-01,2022-07-01,data/images/21n00033/21n00033_road_mask.png,0.0398394912481308,0.12236066907644272,0.12798453867435455,0.16295187175273895,0.152017742395401
22fc0245,"construction of road, barangay casalugan, paracale, camarines norte",roads,completed,100.0,Region V,Camarines Norte DEO,14.2814344,122.7600022,2022-03-31,2023-11-30,2022,regular infra,regular infra - gaa 2022 cssp,23993302.52,0,37191,data/images/22fc0245,6,2022-03-01,2022-08-30,2023-01-29,2023-06-30,2023-11-30,2023-12-30,data/images/22fc0245/22fc0245_road_mask.png,0.09134475886821747,0.09957733005285263,0.06704182922840118,0.09599122405052185,0.19254586100578308
23gh0070,"construction of concrete road - nrj puerto princesa -  san francisco road leading to balaring beach resort and sitio miao beach resorts, barotac viejo, iloilo",roads,completed,100.0,Region VI,Iloilo 3rd DEO,11.0234896,122.8983083,2023-02-21,2024-04-14,2023,regular infra,regular infra - gaa 2023 cssp,48962153.82,0,11470,data/images/23gh0070,6,2023-01-22,2023-06-05,2023-09-18,2023-12-31,2024-04-14,2024-05-14,data/images/23gh0070/23gh0070_road_mask.png,0.12074209004640579,0.03350377082824707,0.03502413257956505,0.09284012764692307,0.03671342879533768
23ic0094,"construction of palo - pastrana - sta. fe bypass road, leyte, brgy. arado, palo, leyte",roads,completed,100.0,Region VIII,Leyte 1st DEO,11.1638083,124.9759611,2023-08-16,2024-09-09,2023,regular infra,regular infra - gaa 2023 cssp,96441988.17,0,6302,data/images/23ic0094,6,2023-07-17,2023-11-21,2024-02-27,2024-06-03,2024-09-09,2024-10-09,data/images/23ic0094/23ic0094_road_mask.png,0.07736079394817352,0.12284058332443237,0.1088550016283989,0.11330259591341019,0.06322720646858215
24ke0073,"construction of road, barangay anito, municipality of mambajao, province of camiguin",roads,completed,100.0,Region X,Camiguin DEO,9.2092714,124.7414217,2024-06-06,2025-07-07,2024,regular infra,regular infra - gaa 2024 ssp,9601701.77,0,29015,data/images/24ke0073,6,2024-05-07,2024-09-13,2024-12-21,2025-03-30,2025-07-07,2025-08-06,data/images/24ke0073/24ke0073_road_mask.png,0.030758796259760857,0.06718778610229492,0.08229504525661469,0.07979205250740051,0.07857530564069748
23cd0124,"construction of bypass/alternate road, brgy. gaya-gaya phase iii, san jose del monte city, bulacan",roads,completed,100.0,Region III,Bulacan 2nd DEO,14.7897778,121.0402972,2023-05-09,2024-09-20,2023,regular infra,regular infra - gaa 2023 cssp,96498549.49,0,9036,data/images/23cd0124,6,2023-04-09,2023-09-11,2024-01-14,2024-05-18,2024-09-20,2024-10-20,data/images/23cd0124/23cd0124_road_mask.png,0.1757265329360962,0.15485712885856628,0.15923967957496643,0.15392976999282837,0.13826455175876617
21bd0023,"organizational outcome 1: ensure safe and reliable national road system - network development program - construction of by-pass and diversion roads - iguig bypass road, cagayan",roads,completed,100.0,Region II,Cagayan 3rd DEO,17.7450317,121.7448567,2021-02-15,2022-11-21,2021,regular infra,regular infra - gaa 2021 oo-1,47921963.06,0,13722,data/images/21bd0023,6,2021-01-16,2021-07-26,2022-01-03,2022-06-13,2022-11-21,2022-12-21,data/images/21bd0023/21bd0023_road_mask.png,0.1133643388748169,0.1072927713394165,0.14542150497436523,0.11193176358938217,0.09046487510204315
19n00080,"construction/ improvement of access roads leading to seaports- nasipit- buenavista- masao port coastal road leading to masao port (package a), butuan city, agusan del norte",roads,completed,100.0,Region XIII,Region XIII,8.9880917,125.4697167,2019-08-06,2020-12-04,2019,regular infra,regular infra - gaa 2019 cssp,134749982.77,0,14437,data/images/19n00080,6,2019-07-07,2019-12-05,2020-04-05,2020-08-04,2020-12-04,2021-01-03,data/images/19n00080/19n00080_road_mask.png,0.024848872795701027,0.05229927971959114,0.04506295546889305,0.03959530591964722,0.03883606940507889
23ig0040,"construction/improvement of access roads leading to seaports (kalsada tungo sa paliparan, riles at daungan program - katuparan) - access road leading to hilongos port, hilongos, leyte",roads,completed,100.0,Region VIII,Leyte 5th DEO,10.3756317,124.7373956,2023-02-21,2024-03-29,2023,regular infra,regular infra - gaa 2023 cssp,137616237.5,0,36446,data/images/23ig0040,6,2023-01-22,2023-06-01,2023-09-10,2023-12-19,2024-03-29,2024-04-28,data/images/23ig0040/23ig0040_road_mask.png,0.0905982032418251,0.10129746049642563,0.07888105511665344,0.09123006463050842,0.03531859442591667
